join_tr_se,transect,join_sec,lat,lon,ele,time,distance,slope,veg_height,observer,join_ufcm
1468,TR082,A,-54.71280598,158.81811,219.529968,2018-01-22T01:33:45Z,1.6,D,S,JB,8
1468,TR082,A,-54.71280598,158.818108,221.081329,2018-01-22T01:34:00Z,1.1,F,S,JB,8
1460,TR082,A,-54.712867,158.818059,220.4888,2018-01-22T01:32:57Z,1.1,U,S,JB,2
1460,TR082,A,-54.71286398,158.818062,219.566376,2018-01-22T01:33:20Z,0.5,U,S,JB,2
1468,TR082,A,-54.71243399,158.818173,226.208313,2018-01-22T01:35:50Z,1.4,U,S,JB,8
1468,TR082,A,-54.71280397,158.818108,221.081329,2018-01-22T01:34:03Z,1.1,F,S,JB,8
1468,TR082,A,-54.71280296,158.818106,222.002731,2018-01-22T01:34:09Z,2.2,F,S,JB,8
1468,TR082,A,-54.71237096,158.818135,229.369873,2018-01-22T01:36:51Z,4.5,U,S,JB,8
1468,TR082,A,-54.71235797,158.818106,228.041855,2018-01-22T01:37:19Z,5.2,U,S,JB,8
1468,TR082,A,-54.71243701,158.818186,226.667267,2018-01-22T01:36:07Z,1.4,U,S,JB,8
1468,TR082,A,-54.71237096,158.818135,229.481628,2018-01-22T01:36:49Z,4.5,U,S,JB,8
1468,TR082,A,-54.71215999,158.818276,229.668015,2018-01-22T01:38:31Z,1.2,U,S,JB,8
1468,TR082,A,-54.71206896,158.818269,232.02034,2018-01-22T01:39:13Z,1.1,D,S,JB,8
1468,TR082,A,-54.71235302,158.818108,228.217209,2018-01-22T01:37:22Z,5.3,U,S,JB,8
1468,TR082,A,-54.71216301,158.818282,228.329117,2018-01-22T01:38:15Z,1.2,U,S,JB,8
1467,TR082,A,-54.71451396,158.817939,237.708725,2018-01-22T01:24:55Z,2.8,F,S,JB,8
1467,TR082,A,-54.71450097,158.817948,237.392715,2018-01-22T01:25:01Z,3.4,F,S,JB,8
1467,TR082,A,-54.71450801,158.817918,237.411423,2018-01-22T01:24:42Z,2.7,F,S,JB,8
1467,TR082,A,-54.714506,158.817925,237.411423,2018-01-22T01:24:44Z,2.5,F,S,JB,8
1467,TR082,A,-54.71449401,158.817902,238.283768,2018-01-22T01:26:19Z,0.5,D,S,JB,8
1467,TR082,A,-54.71448404,158.817895,236.101242,2018-01-22T01:26:32Z,0.7,D,S,JB,8
1467,TR082,A,-54.71450097,158.817927,236.630707,2018-01-22T01:25:07Z,2.5,F,S,JB,8
1467,TR082,A,-54.71449904,158.817904,241.856369,2018-01-22T01:26:01Z,0.9,F,S,JB,8
1467,TR082,A,-54.71438304,158.817846,233.800598,2018-01-22T01:28:04Z,3.2,D,S,JB,8
1460,TR082,A,-54.71294302,158.818048,219.231369,2018-01-22T01:31:42Z,0.9,U,S,JB,2
1467,TR082,A,-54.71444104,158.817967,234.426849,2018-01-22T01:27:04Z,4.5,D,S,JB,8
1467,TR082,A,-54.71438798,158.817828,231.783661,2018-01-22T01:27:41Z,5,D,S,JB,8
1460,TR082,A,-54.71286499,158.81806,220.4888,2018-01-22T01:32:51Z,0.1,U,S,JB,2
1460,TR082,A,-54.71294302,158.818044,219.226654,2018-01-22T01:31:53Z,0.3,U,S,JB,2
1460,TR082,A,-54.71294302,158.81805,219.226654,2018-01-22T01:31:55Z,0.2,U,S,JB,2
29,TR058,A,-54.66472403,158.869407,141.634781,2018-01-18T06:04:46Z,1.6,U,0,JB,5
33,TR058,A,-54.664892,158.869388,142.786758,2018-01-18T06:11:41Z,0.5,D,0,JB,3
29,TR058,A,-54.66472202,158.869414,140.344299,2018-01-18T06:03:33Z,0.3,U,0,JB,5
29,TR058,A,-54.66472202,158.869415,141.634781,2018-01-18T06:04:20Z,0.2,U,0,JB,5
33,TR058,A,-54.66499502,158.869374,140.84552,2018-01-18T06:15:48Z,0.7,D,0,JB,3
33,TR058,A,-54.66501698,158.869376,140.384201,2018-01-18T06:16:14Z,1.4,D,0,JB,3
33,TR058,A,-54.664949,158.869379,141.521881,2018-01-18T06:14:02Z,0,D,0,JB,3
33,TR058,A,-54.66500097,158.869373,141.516159,2018-01-18T06:15:39Z,0.4,D,0,JB,3
33,TR058,A,-54.66512896,158.86938,139.351074,2018-01-18T06:17:27Z,1.3,D,0,JB,3
33,TR058,A,-54.66501497,158.86938,140.384201,2018-01-18T06:16:18Z,1.7,D,0,JB,3
33,TR058,A,-54.66500902,158.86937,140.384201,2018-01-18T06:16:22Z,1.6,D,0,JB,3
1136,TR055,A,-54.65475501,158.847561,242.016724,2018-01-18T03:59:56Z,2.2,D,0,JB,1
1136,TR055,A,-54.65475501,158.847575,240.477997,2018-01-18T03:59:59Z,2.4,D,0,JB,1
1137,TR055,A,-54.65455402,158.846983,261.133972,2018-01-18T03:57:37Z,1.2,D,0,JB,8
1124,TR055,A,-54.65536304,158.850169,214.259827,2018-01-18T04:06:36Z,1.5,D,0,JB,2
1124,TR055,A,-54.65536304,158.85017,214.259827,2018-01-18T04:06:42Z,1.9,D,0,JB,2
1136,TR055,A,-54.65480497,158.847635,239.654968,2018-01-18T04:01:48Z,0.1,D,0,JB,1
1136,TR055,A,-54.65480103,158.847634,239.654968,2018-01-18T04:01:56Z,0.8,D,0,JB,1
1124,TR055,A,-54.65543504,158.85081,215.573196,2018-01-18T04:08:56Z,0.1,D,0,JB,2
1124,TR055,A,-54.65543102,158.850802,215.573196,2018-01-18T04:08:58Z,0,D,0,JB,2
1124,TR055,A,-54.65543001,158.850785,214.280563,2018-01-18T04:08:35Z,1,D,0,JB,2
1141,TR055,A,-54.653444,158.862676,261.217041,2018-01-18T04:30:19Z,0.9,D,0,JB,8
29,TR058,A,-54.66472101,158.869407,140.969574,2018-01-18T06:02:26Z,1,U,0,JB,5
1132,TR055,A,-54.65549799,158.858498,269.502533,2018-01-18T04:22:17Z,3,D,0,JB,3
1141,TR055,A,-54.653443,158.86267,261.733063,2018-01-18T04:30:14Z,2,D,0,JB,8
1108,TR053,A,-54.65564903,158.83569,270.397522,2018-01-18T02:44:13Z,3.9,U,0,JB,3
1121,TR054,A,-54.65355104,158.841568,338.453888,2018-01-18T03:12:15Z,1,U,0,JB,8
1083,TR052,A,-54.65733002,158.835133,252.054703,2018-01-18T02:29:53Z,3.1,U,0,JB,2
1108,TR053,A,-54.65564501,158.835691,270.397522,2018-01-18T02:44:10Z,3.2,U,0,JB,3
1137,TR055,A,-54.65400098,158.846206,290.065857,2018-01-18T03:49:42Z,1.3,U,0,JB,8
1137,TR055,A,-54.65399796,158.846203,290.06662,2018-01-18T03:50:06Z,1.6,U,0,JB,8
1137,TR055,A,-54.65392403,158.84614,291.369232,2018-01-18T03:48:34Z,4.2,U,0,JB,8
1137,TR055,A,-54.65393996,158.846158,290.287415,2018-01-18T03:49:16Z,1.1,U,0,JB,8
1137,TR055,A,-54.65434103,158.846415,282.153503,2018-01-18T03:55:12Z,3.9,D,0,JB,8
1137,TR055,A,-54.65434204,158.846417,282.240265,2018-01-18T03:55:14Z,4.5,D,0,JB,8
1137,TR055,A,-54.65406803,158.846301,287.330109,2018-01-18T03:50:54Z,0.5,U,0,JB,8
1137,TR055,A,-54.65408203,158.846302,287.330109,2018-01-18T03:51:53Z,0.9,U,0,JB,8
1137,TR055,A,-54.65453801,158.84697,262.164703,2018-01-18T03:57:25Z,1.4,D,0,JB,8
1137,TR055,A,-54.65453197,158.84697,261.629425,2018-01-18T03:57:29Z,1,D,0,JB,8
1137,TR055,A,-54.65448998,158.846835,268.40033,2018-01-18T03:56:29Z,2.3,D,0,JB,8
1137,TR055,A,-54.65455301,158.846944,263.129059,2018-01-18T03:57:07Z,0.5,D,0,JB,8
1079,TR052,A,-54.65953496,158.841451,294.651978,2018-01-18T02:18:19Z,2.8,D,0,JB,2
1079,TR052,A,-54.65953496,158.841449,294.651978,2018-01-18T02:18:26Z,3.2,D,0,JB,2
1077,TR052,A,-54.65959104,158.841625,293.870239,2018-01-18T02:16:56Z,1.9,D,0,JB,2
1079,TR052,A,-54.65952801,158.841453,293.959595,2018-01-18T02:18:10Z,2.1,D,0,JB,2
1079,TR052,A,-54.65954402,158.84141,294.656494,2018-01-18T02:18:52Z,4.3,D,0,JB,2
1079,TR052,A,-54.65953597,158.841411,294.657562,2018-01-18T02:19:02Z,3.9,D,0,JB,2
1079,TR052,A,-54.65954703,158.841435,294.651978,2018-01-18T02:18:37Z,4.8,D,0,JB,2
1079,TR052,A,-54.65954402,158.841423,294.653992,2018-01-18T02:18:45Z,4,D,0,JB,2
1079,TR052,A,-54.65923204,158.840552,296.829712,2018-01-18T02:20:40Z,2.8,U,0,JB,2
1091,TR052,A,-54.65908804,158.840283,297.871429,2018-01-18T02:21:36Z,0.8,U,0,JB,8
1079,TR052,A,-54.65952599,158.841416,294.659332,2018-01-18T02:19:13Z,2,D,0,JB,2
1079,TR052,A,-54.65922098,158.840557,296.828369,2018-01-18T02:20:36Z,2,U,0,JB,2
1083,TR052,A,-54.65732901,158.835143,252.053558,2018-01-18T02:29:42Z,2.3,U,0,JB,2
1083,TR052,A,-54.65733496,158.835131,252.054703,2018-01-18T02:29:48Z,3.2,U,0,JB,2
1091,TR052,A,-54.65907698,158.840282,298.375641,2018-01-18T02:21:40Z,1.8,U,0,JB,8
1083,TR052,A,-54.65733203,158.835161,250.341995,2018-01-18T02:29:19Z,1.9,U,0,JB,2
1240,TR068,A,-54.69407402,158.852556,160.586838,2018-01-20T01:34:59Z,0.3,D,S,PP,5
1240,TR068,A,-54.69408098,158.852532,158.94928,2018-01-20T01:35:22Z,2.3,D,S,PP,5
1235,TR067,A,-54.69362601,158.83807,283.348724,2018-01-20T01:03:37Z,1.6,U,S,PP,6
1243,TR068,A,-54.694057,158.85233,166.163162,2018-01-20T01:32:10Z,0.4,D,S,PP,2
1250,TR068,A,-54.69396497,158.857143,164.68367,2018-01-20T01:42:28Z,2.5,D,S,PP,8
1250,TR068,A,-54.69396598,158.857141,163.345703,2018-01-20T01:41:30Z,0,D,S,PP,8
1250,TR068,A,-54.69396598,158.857141,164.454239,2018-01-20T01:41:43Z,0.4,D,S,PP,8
56,TR070,A,-54.67071701,158.875734,161.658707,2018-01-21T00:51:53Z,0.9,U,S,JB,8
1301,TR071,A,-54.67007403,158.874276,140.456329,2018-01-21T01:15:08Z,2.1,U,S,JB,8
1293,TR071,A,-54.67062104,158.870976,131.029724,2018-01-21T01:20:19Z,0.6,U,S,JB,5
1305,TR071,A,-54.670773,158.870068,118.624832,2018-01-21T01:22:42Z,0.3,U,S,JB,7
1301,TR071,A,-54.67010303,158.874256,137.249496,2018-01-21T01:15:43Z,3.1,U,S,JB,8
1301,TR071,A,-54.67020798,158.873097,134.027908,2018-01-21T01:17:22Z,0.7,U,S,JB,8
1197,TR064,A,-54.69655397,158.835749,298.874298,2018-01-19T23:56:50Z,0.5,D,S,PP,8
1197,TR064,A,-54.69655599,158.835756,299.389954,2018-01-19T23:57:03Z,0.5,D,S,PP,8
1197,TR064,A,-54.69653503,158.835758,296.371887,2018-01-19T23:56:33Z,2.2,D,S,PP,8
1197,TR064,A,-54.69647401,158.835728,295.849152,2018-01-20T00:00:42Z,10,D,S,PP,8
1197,TR064,A,-54.69647703,158.83572,294.951874,2018-01-20T00:00:47Z,8.5,D,S,PP,8
1197,TR064,A,-54.69653604,158.835737,297.663788,2018-01-19T23:59:23Z,0.6,D,S,PP,8
1197,TR064,A,-54.69655297,158.835723,299.938934,2018-01-20T00:00:05Z,1.5,U,S,PP,8
1211,TR066,A,-54.69384704,158.83476,238.013733,2018-01-20T00:42:55Z,0.6,D,S,PP,5
1211,TR066,A,-54.69380303,158.834785,239.944626,2018-01-20T00:43:42Z,2.4,D,S,PP,5
1211,TR066,A,-54.69384796,158.834742,239.551071,2018-01-20T00:38:56Z,0.3,D,S,PP,5
1211,TR066,A,-54.69384603,158.834733,239.046005,2018-01-20T00:41:30Z,0.4,D,S,PP,5
1221,TR066,A,-54.69372399,158.834878,240.072403,2018-01-20T00:45:35Z,3.6,D,S,PP,6
1221,TR066,A,-54.69369801,158.83487,238.679291,2018-01-20T00:45:57Z,5.2,D,S,PP,6
1211,TR066,A,-54.69376498,158.834794,239.943451,2018-01-20T00:44:10Z,4.2,D,S,PP,5
1221,TR066,A,-54.69377202,158.834829,239.150711,2018-01-20T00:45:02Z,1.9,D,S,PP,6
1197,TR064,A,-54.69699897,158.84173,237.108994,2018-01-19T23:30:35Z,5,U,S,PP,8
1197,TR064,A,-54.69711103,158.84178,243.188568,2018-01-19T23:31:18Z,7,U,S,PP,8
1196,TR064,A,-54.69709997,158.842948,203.947418,2018-01-19T23:27:24Z,1.8,U,S,PP,1
1196,TR064,A,-54.69711204,158.842869,207.667389,2018-01-19T23:27:44Z,1.2,U,S,PP,1
1197,TR064,A,-54.69710902,158.841791,241.474747,2018-01-19T23:31:32Z,9,U,S,PP,8
1197,TR064,A,-54.69705102,158.841467,248.281464,2018-01-19T23:35:17Z,3.6,U,S,PP,8
1197,TR064,A,-54.69711103,158.841773,243.69783,2018-01-19T23:31:22Z,7,U,S,PP,8
1197,TR064,A,-54.69710902,158.841787,242.269455,2018-01-19T23:31:27Z,9,U,S,PP,8
1197,TR064,A,-54.696644,158.838977,335.980469,2018-01-19T23:45:48Z,1.7,U,S,PP,8
1197,TR064,A,-54.69664601,158.838935,337.122742,2018-01-19T23:46:32Z,1.1,U,S,PP,8
1197,TR064,A,-54.69701196,158.841159,257.479736,2018-01-19T23:37:07Z,2.7,U,S,PP,8
1197,TR064,A,-54.69664701,158.839035,333.783691,2018-01-19T23:44:45Z,3.7,U,S,PP,8
1197,TR064,A,-54.69653897,158.835767,300.184021,2018-01-19T23:55:28Z,2.5,U,S,PP,8
1197,TR064,A,-54.69653998,158.83577,299.448822,2018-01-19T23:55:35Z,2.7,U,S,PP,8
1197,TR064,A,-54.69654098,158.835915,303.605713,2018-01-19T23:54:32Z,4.7,U,S,PP,8
1197,TR064,A,-54.69653201,158.835761,301.687866,2018-01-19T23:55:14Z,1.2,U,S,PP,8
41,TR061,A,-54.69569399,158.855669,141.858322,2018-01-19T05:58:34Z,3.4,D,S,JB,5
41,TR061,A,-54.69571201,158.855691,147.52626,2018-01-19T05:59:09Z,3.6,D,S,JB,5
41,TR061,A,-54.69570799,158.85568,151.84079,2018-01-19T06:00:10Z,5.8,D,S,JB,5
41,TR061,A,-54.69571101,158.855681,143.150604,2018-01-19T06:00:21Z,5.5,D,S,JB,5
41,TR061,A,-54.69570799,158.855685,143.226151,2018-01-19T05:59:23Z,4.8,D,S,JB,5
41,TR061,A,-54.69571101,158.855683,147.432587,2018-01-19T05:59:33Z,5,D,S,JB,5
51,TR061,A,-54.69724699,158.851999,176.543961,2018-01-19T06:11:54Z,1,D,S,JB,8
51,TR061,A,-54.69725001,158.851995,176.543961,2018-01-19T06:12:04Z,1.8,D,S,JB,8
51,TR061,A,-54.69724397,158.851975,173.922379,2018-01-19T06:11:03Z,0.5,D,S,JB,8
51,TR061,A,-54.69724699,158.851981,175.492493,2018-01-19T06:11:31Z,0.7,D,S,JB,8
1191,TR064,A,-54.69712604,158.843347,202.207108,2018-01-19T23:22:33Z,0.3,F,S,PP,5
1196,TR064,A,-54.69710098,158.843118,202.6483,2018-01-19T23:25:27Z,1.7,U,S,PP,1
51,TR061,A,-54.69725403,158.851974,182.485138,2018-01-19T06:12:48Z,0.4,D,S,JB,8
51,TR061,A,-54.69724699,158.851942,175.850632,2018-01-19T06:13:03Z,0.2,D,S,JB,8
1308,TR072,A,-54.67440203,158.855833,228.004837,2018-01-21T03:15:35Z,0.6,D,S,PP,5
1308,TR072,A,-54.67440496,158.855832,228.014893,2018-01-21T03:15:57Z,0.5,D,S,PP,5
1312,TR072,A,-54.67435199,158.85594,231.91069,2018-01-21T03:14:32Z,0.2,D,S,PP,2
1308,TR072,A,-54.67440404,158.855836,228.004837,2018-01-21T03:15:32Z,0.5,D,S,PP,5
1308,TR072,A,-54.67439801,158.855788,228.278748,2018-01-21T03:17:45Z,2.2,D,S,PP,5
1308,TR072,A,-54.67439801,158.855788,227.608826,2018-01-21T03:18:06Z,3.5,D,S,PP,5
1308,TR072,A,-54.67440798,158.855831,229.619781,2018-01-21T03:17:02Z,1.4,D,S,PP,5
1308,TR072,A,-54.67439801,158.85579,228.278748,2018-01-21T03:17:33Z,2.5,D,S,PP,5
1308,TR072,A,-54.67444503,158.855811,226.682419,2018-01-21T03:19:57Z,1.6,D,S,PP,5
1308,TR072,A,-54.67444897,158.855789,226.909378,2018-01-21T03:20:24Z,1.7,D,S,PP,5
1308,TR072,A,-54.67443304,158.855798,228.493607,2018-01-21T03:18:40Z,1.8,D,S,PP,5
1308,TR072,A,-54.67443598,158.855827,225.55162,2018-01-21T03:19:20Z,1.5,D,S,PP,5
1308,TR072,A,-54.67458702,158.855415,232.154861,2018-01-21T03:22:14Z,1.1,D,S,PP,5
1313,TR072,A,-54.67458199,158.85538,231.199936,2018-01-21T03:22:34Z,3.6,U,S,PP,2
1308,TR072,A,-54.67455097,158.855488,228.188934,2018-01-21T03:21:21Z,0.7,D,S,PP,5
1308,TR072,A,-54.67455399,158.855483,228.750534,2018-01-21T03:21:41Z,1,D,S,PP,5
1328,TR072,A,-54.672498,158.860728,230.719391,2018-01-21T02:47:24Z,2.3,D,S,PP,1
1329,TR072,A,-54.67249003,158.860682,233.159729,2018-01-21T02:48:01Z,1,U,S,PP,8
1328,TR072,A,-54.67237998,158.860892,225.70755,2018-01-21T02:45:39Z,1.8,U,S,PP,1
1328,TR072,A,-54.67237696,158.860904,222.532166,2018-01-21T02:45:59Z,2.4,U,S,PP,1
1329,TR072,A,-54.67250101,158.860654,235.676285,2018-01-21T02:48:17Z,0.4,U,S,PP,8
1329,TR072,A,-54.67250696,158.860647,233.708237,2018-01-21T02:48:54Z,0.3,U,S,PP,8
1329,TR072,A,-54.672527,158.860626,233.988037,2018-01-21T02:57:51Z,0.4,U,S,PP,8
1329,TR072,A,-54.67253404,158.86063,232.992676,2018-01-21T02:57:55Z,1.1,U,S,PP,8
1307,TR072,A,-54.673361,158.858066,229.067398,2018-01-21T03:08:32Z,11,U,S,PP,5
1331,TR072,A,-54.67357096,158.857883,234.56366,2018-01-21T03:11:06Z,0.1,U,S,PP,8
1329,TR072,A,-54.67251803,158.860615,237.202621,2018-01-21T02:59:54Z,1,U,S,PP,8
1303,TR071,A,-54.67126301,158.866504,148.838089,2018-01-21T01:42:07Z,0.6,U,S,JB,8
1303,TR071,A,-54.67128497,158.866418,149.394989,2018-01-21T01:43:30Z,2.5,U,S,JB,8
1303,TR071,A,-54.67125798,158.866554,146.26741,2018-01-21T01:41:25Z,0.3,U,S,JB,8
1303,TR071,A,-54.671262,158.866504,148.373428,2018-01-21T01:41:56Z,0.3,U,S,JB,8
1300,TR071,A,-54.67129997,158.866337,154.258881,2018-01-21T01:45:19Z,0.4,D,S,JB,1
1306,TR072,A,-54.67172703,158.86276,171.47554,2018-01-21T02:36:11Z,2.9,U,S,PP,5
1303,TR071,A,-54.67128396,158.866414,151.591751,2018-01-21T01:44:07Z,1.1,U,S,JB,8
1300,TR071,A,-54.67128798,158.86636,152.089493,2018-01-21T01:44:18Z,0.2,U,S,JB,1
1306,TR072,A,-54.67176902,158.862677,174.31459,2018-01-21T02:38:44Z,0.8,U,S,PP,5
1306,TR072,A,-54.67176399,158.86267,174.31073,2018-01-21T02:39:23Z,2.5,U,S,PP,5
1306,TR072,A,-54.671723,158.862763,172.221054,2018-01-21T02:36:22Z,2.8,U,S,PP,5
1306,TR072,A,-54.67171697,158.862774,172.171814,2018-01-21T02:36:30Z,3.9,U,S,PP,5
1328,TR072,A,-54.67237797,158.860904,225.492783,2018-01-21T02:44:51Z,0.6,U,S,PP,1
1328,TR072,A,-54.67238098,158.860898,231.69989,2018-01-21T02:45:11Z,1.4,U,S,PP,1
1306,TR072,A,-54.67180297,158.862537,178.826828,2018-01-21T02:39:59Z,2.5,U,S,PP,5
1306,TR072,A,-54.67180498,158.862521,174.629471,2018-01-21T02:40:20Z,1.7,U,S,PP,5
1303,TR071,A,-54.67111004,158.867806,121.66391,2018-01-21T01:29:28Z,1.7,U,S,JB,8
1303,TR071,A,-54.67111004,158.867802,121.66391,2018-01-21T01:29:43Z,1.9,U,S,JB,8
1305,TR071,A,-54.67079496,158.87001,115.242035,2018-01-21T01:23:12Z,0.9,U,S,JB,7
1303,TR071,A,-54.67111297,158.867811,121.158981,2018-01-21T01:28:53Z,1.5,U,S,JB,8
1303,TR071,A,-54.67120098,158.867309,129.558609,2018-01-21T01:34:21Z,2.4,U,S,JB,8
1303,TR071,A,-54.67119796,158.867276,130.620544,2018-01-21T01:34:45Z,0.6,U,S,JB,8
1303,TR071,A,-54.671205,158.867469,129.114426,2018-01-21T01:30:49Z,3.8,U,S,JB,8
1303,TR071,A,-54.67118103,158.867089,134.338165,2018-01-21T01:36:27Z,3.2,U,S,JB,8
1303,TR071,A,-54.67117399,158.866985,135.521408,2018-01-21T01:37:15Z,2.9,U,S,JB,8
1303,TR071,A,-54.67118296,158.867248,131.293579,2018-01-21T01:35:07Z,2.5,U,S,JB,8
1303,TR071,A,-54.67117198,158.867228,133.42836,2018-01-21T01:35:14Z,3.2,U,S,JB,8
1303,TR071,A,-54.67124901,158.866574,144.615005,2018-01-21T01:39:46Z,1.9,U,S,JB,8
1303,TR071,A,-54.67125596,158.866562,144.615005,2018-01-21T01:40:40Z,1.5,U,S,JB,8
1303,TR071,A,-54.67125303,158.866576,143.604004,2018-01-21T01:39:23Z,0.2,U,S,JB,8
1371,TR076,A,-54.68185899,158.837939,219.489868,2018-01-21T05:24:54Z,1.6,F,S,PP,3
1371,TR076,A,-54.68186502,158.83793,219.498505,2018-01-21T05:25:12Z,2.5,F,S,PP,3
1371,TR076,A,-54.68180099,158.837963,215.711044,2018-01-21T05:24:00Z,1.8,U,S,PP,3
1371,TR076,A,-54.68180601,158.837966,219.081955,2018-01-21T05:24:10Z,1.1,F,S,PP,3
1371,TR076,A,-54.681876,158.837932,219.338577,2018-01-21T05:26:01Z,1.9,F,S,PP,3
1371,TR076,A,-54.68187198,158.837891,218.225861,2018-01-21T05:26:28Z,3.6,F,S,PP,3
1371,TR076,A,-54.68185203,158.837928,216.909485,2018-01-21T05:25:30Z,3.1,F,S,PP,3
1371,TR076,A,-54.681861,158.837917,216.928101,2018-01-21T05:25:43Z,3.1,F,S,PP,3
1367,TR076,A,-54.68189302,158.837911,215.277725,2018-01-21T05:27:05Z,1.5,F,S,PP,2
1367,TR076,A,-54.68189503,158.837891,218.979172,2018-01-21T05:27:24Z,2.6,F,S,PP,2
1367,TR076,A,-54.68188397,158.837879,219.560455,2018-01-21T05:26:49Z,3.6,F,S,PP,2
1371,TR076,A,-54.68188204,158.83791,220.132538,2018-01-21T05:27:01Z,2.4,F,S,PP,3
1367,TR076,A,-54.68192797,158.837905,218.265778,2018-01-21T05:28:31Z,0.5,F,S,PP,2
1367,TR076,A,-54.681933,158.837894,216.3302,2018-01-21T05:28:44Z,1.9,F,S,PP,2
1367,TR076,A,-54.68189402,158.837901,219.4664,2018-01-21T05:27:40Z,2.4,F,S,PP,2
1367,TR076,A,-54.68190199,158.837922,218.318542,2018-01-21T05:28:03Z,0.1,F,S,PP,2
1356,TR075,A,-54.68033097,158.842194,229.983871,2018-01-21T04:53:02Z,2.9,D,S,PP,2
1356,TR075,A,-54.68032401,158.842203,229.48175,2018-01-21T04:53:19Z,3.2,D,S,PP,2
1355,TR075,A,-54.68064504,158.84276,235.553375,2018-01-21T04:51:28Z,0.3,D,S,PP,2
1356,TR075,A,-54.68033399,158.842197,229.983871,2018-01-21T04:52:50Z,2.3,D,S,PP,2
1356,TR075,A,-54.68031102,158.842167,229.490936,2018-01-21T04:54:02Z,2.4,D,S,PP,2
1359,TR075,A,-54.67998303,158.841401,232.097046,2018-01-21T04:55:28Z,0.4,U,S,PP,8
1356,TR075,A,-54.680322,158.842207,229.48175,2018-01-21T04:53:30Z,3.5,D,S,PP,2
1356,TR075,A,-54.68032099,158.842212,229.48175,2018-01-21T04:53:37Z,3.6,D,S,PP,2
1359,TR075,A,-54.67996602,158.84136,233.597504,2018-01-21T04:57:02Z,1.3,U,S,PP,8
1359,TR075,A,-54.67997801,158.841347,233.600311,2018-01-21T04:57:22Z,2.4,U,S,PP,8
1359,TR075,A,-54.67998798,158.841378,232.565231,2018-01-21T04:55:45Z,1.2,U,S,PP,8
1359,TR075,A,-54.67998203,158.841393,232.565231,2018-01-21T04:56:05Z,0.5,U,S,PP,8
1374,TR076,A,-54.67982998,158.838798,232.633011,2018-01-21T05:19:56Z,0.2,U,S,PP,8
1374,TR076,A,-54.679833,158.838793,231.63031,2018-01-21T05:20:22Z,0.8,U,S,PP,8
1359,TR075,A,-54.67998404,158.841332,234.093933,2018-01-21T04:57:36Z,3.6,U,S,PP,8
1359,TR075,A,-54.67998597,158.84129,236.807663,2018-01-21T04:58:38Z,4.2,U,S,PP,8
1315,TR072,A,-54.67634697,158.851737,261.287567,2018-01-21T03:34:13Z,0.1,U,S,PP,2
1315,TR072,A,-54.67634596,158.85171,262.309845,2018-01-21T03:34:20Z,1.1,U,S,PP,2
1315,TR072,A,-54.676253,158.851942,259.76825,2018-01-21T03:33:20Z,0.9,U,S,PP,2
1315,TR072,A,-54.67634101,158.851747,261.188538,2018-01-21T03:34:00Z,0.4,U,S,PP,2
1317,TR072,A,-54.67699103,158.851211,280.429871,2018-01-21T03:37:09Z,3.7,U,S,PP,2
1317,TR072,A,-54.67699396,158.85122,280.429871,2018-01-21T03:37:14Z,4.7,U,S,PP,2
1309,TR072,A,-54.67647999,158.851597,266.067932,2018-01-21T03:35:06Z,1.3,U,S,PP,5
1336,TR072,A,-54.676798,158.851273,275.744202,2018-01-21T03:36:15Z,2.5,U,S,PP,8
1317,TR072,A,-54.67706898,158.850928,282.494324,2018-01-21T03:38:41Z,3.1,U,S,PP,2
1317,TR072,A,-54.67707099,158.850923,285.264282,2018-01-21T03:38:48Z,3,U,S,PP,2
1317,TR072,A,-54.67706898,158.850925,283.567291,2018-01-21T03:38:19Z,2.1,U,S,PP,2
1317,TR072,A,-54.67706496,158.850928,286.603912,2018-01-21T03:38:32Z,3.6,U,S,PP,2
1317,TR072,A,-54.67709899,158.850933,283.218811,2018-01-21T03:39:55Z,4.2,U,S,PP,2
1355,TR075,A,-54.68074302,158.842968,238.281662,2018-01-21T04:47:33Z,36,D,S,PP,2
1317,TR072,A,-54.67706697,158.850936,285.667938,2018-01-21T03:39:01Z,2.3,U,S,PP,2
1317,TR072,A,-54.67710201,158.850941,283.218811,2018-01-21T03:39:50Z,4.9,U,S,PP,2
1313,TR072,A,-54.67461702,158.855394,232.408157,2018-01-21T03:23:23Z,7.7,U,S,PP,2
1313,TR072,A,-54.67464603,158.855258,234.043686,2018-01-21T03:23:54Z,0.3,U,S,PP,2
1313,TR072,A,-54.67458199,158.855381,231.199936,2018-01-21T03:22:46Z,3.1,U,S,PP,2
1308,TR072,A,-54.67460504,158.855414,232.091156,2018-01-21T03:23:06Z,1.4,U,S,PP,5
1313,TR072,A,-54.67479003,158.854991,238.535141,2018-01-21T03:25:43Z,2.6,U,S,PP,2
1313,TR072,A,-54.67479598,158.854964,239.927444,2018-01-21T03:25:50Z,1.9,U,S,PP,2
1313,TR072,A,-54.67463798,158.855242,232.970322,2018-01-21T03:24:05Z,0.4,U,S,PP,2
1313,TR072,A,-54.67477804,158.854992,238.539169,2018-01-21T03:25:15Z,1.6,U,S,PP,2
1313,TR072,A,-54.67504098,158.85444,240.782272,2018-01-21T03:28:04Z,3.6,U,S,PP,2
1313,TR072,A,-54.67504299,158.854455,241.713623,2018-01-21T03:28:14Z,3.7,U,S,PP,2
